Adawaty Master Tools Database v1.0
Part 1 — PDF Tools (001–100)

Category: PDF


| #   | English               | Arabic                | Slug                  |
| 028 | XML Diff       | الاختلافات    | xml-diff       |
| 029 | XPath Tester   | اختبار XPath  | xpath-tester   |
| 030 | XSD Validator  | التحقق من XSD | xsd-validator  |

📄 YAML Tools

| #   | English         | العربية        | Slug            |
| --- | --------------- | -------------- | --------------- |
| 031 | YAML Formatter  | تنسيق YAML     | yaml-formatter  |
| 032 | YAML Validator  | التحقق من YAML | yaml-validator  |
| 033 | YAML Beautifier | تحسين YAML     | yaml-beautifier |
| 034 | YAML Minifier   | ضغط YAML       | yaml-minifier   |
| 035 | YAML Viewer     | عارض YAML      | yaml-viewer     |
| 036 | YAML Compare    | مقارنة YAML    | yaml-compare    |
| 037 | YAML Merge      | دمج YAML       | yaml-merge      |
| 038 | YAML Diff       | الاختلافات     | yaml-diff       |
| 039 | YAML to TOML    | YAML إلى TOML  | yaml-to-toml    |
| 040 | TOML to YAML    | TOML إلى YAML  | toml-to-yaml    |


🌐 HTML Tools

| #   | English               | العربية            | Slug             |
| --- | --------------------- | ------------------ | ---------------- |
| 041 | HTML Formatter        | تنسيق HTML         | html-formatter   |
| 042 | HTML Beautifier       | تحسين HTML         | html-beautifier  |
| 043 | HTML Minifier         | ضغط HTML           | html-minifier    |
| 044 | HTML Validator        | التحقق من HTML     | html-validator   |
| 045 | HTML Preview          | معاينة HTML        | html-preview     |
| 046 | HTML to Markdown      | HTML إلى Markdown  | html-to-markdown |
| 047 | Markdown to HTML      | Markdown إلى HTML  | markdown-to-html |
| 048 | HTML Encoder          | ترميز HTML         | html-encoder     |
| 049 | HTML Decoder          | فك ترميز HTML      | html-decoder     |
| 050 | HTML Entity Converter | محول HTML Entities | html-entities    |


🎨 CSS Tools

| #   | English                     | العربية               | Slug           |
| --- | --------------------------- | --------------------- | -------------- |
| 051 | CSS Formatter               | تنسيق CSS             | css-formatter  |
| 052 | CSS Beautifier              | تحسين CSS             | css-beautifier |
| 053 | CSS Minifier                | ضغط CSS               | css-minifier   |
| 054 | CSS Validator               | التحقق من CSS         | css-validator  |
| 055 | CSS Prefixer                | إضافة Vendor Prefixes | css-prefixer   |
| 056 | CSS Unprefixer              | إزالة Prefixes        | css-unprefixer |
| 057 | CSS Gradient Generator      | مولد Gradients        | css-gradient   |
| 058 | CSS Shadow Generator        | مولد Shadows          | css-shadow     |
| 059 | CSS Border Radius Generator | مولد Border Radius    | border-radius  |
| 060 | CSS Clip Path Generator     | مولد Clip Path        | clip-path      |

⚙ JavaScript Tools

| #   | English                 | العربية              | Slug            |
| --- | ----------------------- | -------------------- | --------------- |
| 061 | JavaScript Formatter    | تنسيق JavaScript     | js-formatter    |
| 062 | JavaScript Beautifier   | تحسين JavaScript     | js-beautifier   |
| 063 | JavaScript Minifier     | ضغط JavaScript       | js-minifier     |
| 064 | JavaScript Obfuscator   | تشويش JavaScript     | js-obfuscator   |
| 065 | JavaScript Deobfuscator | فك التشويش           | js-deobfuscator |
| 066 | JavaScript Validator    | التحقق من JavaScript | js-validator    |
| 067 | JavaScript Diff         | مقارنة JavaScript    | js-diff         |
| 068 | JavaScript Compare      | مقارنة الملفات       | js-compare      |
| 069 | Regex Tester            | اختبار Regex         | regex-tester    |
| 070 | Regex Generator         | مولد Regex           | regex-generator |

🔤 Text Encoding

| #   | English         | العربية       | Slug            |
| --- | --------------- | ------------- | --------------- |
| 071 | Base64 Encode   | ترميز Base64  | base64-encode   |
| 072 | Base64 Decode   | فك Base64     | base64-decode   |
| 073 | URL Encode      | ترميز URL     | url-encode      |
| 074 | URL Decode      | فك URL        | url-decode      |
| 075 | HTML Encode     | ترميز HTML    | html-encode     |
| 076 | HTML Decode     | فك HTML       | html-decode     |
| 077 | Unicode Encode  | ترميز Unicode | unicode-encode  |
| 078 | Unicode Decode  | فك Unicode    | unicode-decode  |
| 079 | ASCII Converter | محول ASCII    | ascii-converter |
| 080 | UTF-8 Converter | محول UTF-8    | utf8-converter  |


🔐 Tokens & IDs

| #   | English                   | العربية           | Slug               |
| --- | ------------------------- | ----------------- | ------------------ |
| 081 | UUID Generator            | مولد UUID         | uuid-generator     |
| 082 | NanoID Generator          | مولد NanoID       | nanoid-generator   |
| 083 | ULID Generator            | مولد ULID         | ulid-generator     |
| 084 | JWT Decoder               | فك JWT            | jwt-decoder        |
| 085 | JWT Encoder               | إنشاء JWT         | jwt-encoder        |
| 086 | JWT Inspector             | فحص JWT           | jwt-inspector      |
| 087 | GUID Generator            | مولد GUID         | guid-generator     |
| 088 | Random String Generator   | مولد نص عشوائي    | random-string      |
| 089 | Random Password Generator | مولد كلمات المرور | password-generator |
| 090 | Random API Key Generator  | مولد API Keys     | api-key-generator  |

🧰 Utilities


| #   | English                   | العربية             | Slug                |
| --- | ------------------------- | ------------------- | ------------------- |
| 091 | Lorem Ipsum Generator     | مولد Lorem Ipsum    | lorem-generator     |
| 092 | Dummy JSON Generator      | مولد JSON تجريبي    | dummy-json          |
| 093 | Dummy CSV Generator       | مولد CSV تجريبي     | dummy-csv           |
| 094 | Dummy XML Generator       | مولد XML تجريبي     | dummy-xml           |
| 095 | Dummy SQL Generator       | مولد SQL تجريبي     | dummy-sql           |
| 096 | Cron Expression Generator | مولد Cron           | cron-generator      |
| 097 | Cron Expression Parser    | محلل Cron           | cron-parser         |
| 098 | Timestamp Converter       | محول Timestamp      | timestamp-converter |
| 099 | Unix Time Converter       | محول Unix Time      | unix-time           |
| 100 | Developer Toolkit         | مجموعة أدوات المطور | developer-toolkit   |



Adawaty Master Tools Database v1.0
Part 10 — Security & Encoding Tools (001–100)

Category: Security / Encoding / Cryptography

🔐 Hash Generators
#	English	العربية	Slug
001	MD5 Generator	مولد MD5	md5-generator
002	SHA1 Generator	مولد SHA1	sha1-generator
003	SHA224 Generator	مولد SHA224	sha224-generator
004	SHA256 Generator	مولد SHA256	sha256-generator
005	SHA384 Generator	مولد SHA384	sha384-generator
006	SHA512 Generator	مولد SHA512	sha512-generator
007	SHA3-256 Generator	مولد SHA3-256	sha3-256
008	SHA3-512 Generator	مولد SHA3-512	sha3-512
009	RIPEMD160 Generator	مولد RIPEMD160	ripemd160
010	Whirlpool Hash	مولد Whirlpool	whirlpool-hash
🔍 Hash Verification
#	English	العربية	Slug
011	Hash Checker	التحقق من Hash	hash-checker
012	Hash Compare	مقارنة Hash	hash-compare
013	File Checksum	Checksum للملفات	file-checksum
014	Verify SHA256	التحقق من SHA256	verify-sha256
015	Verify MD5	التحقق من MD5	verify-md5
016	Directory Checksum	Checksum لمجلد	directory-checksum
017	Generate Manifest	إنشاء Manifest	generate-manifest
018	Checksum Calculator	حاسبة Checksum	checksum-calculator
019	CRC32 Calculator	حاسبة CRC32	crc32-calculator
020	CRC64 Calculator	حاسبة CRC64	crc64-calculator
🔑 Encoding
#	English	العربية	Slug
021	Base32 Encode	ترميز Base32	base32-encode
022	Base32 Decode	فك Base32	base32-decode
023	Base58 Encode	ترميز Base58	base58-encode
024	Base58 Decode	فك Base58	base58-decode
025	Base62 Encode	ترميز Base62	base62-encode
026	Base62 Decode	فك Base62	base62-decode
027	Base85 Encode	ترميز Base85	base85-encode
028	Base85 Decode	فك Base85	base85-decode
029	Hex Encoder	ترميز Hex	hex-encoder
030	Hex Decoder	فك Hex	hex-decoder
